,item,similar_items
4350,483290015,"[483290015, 483290003, 483290001, 483290017, 483290005]"
4351,483290017,"[483290017, 483290003, 483290001, 483290015, 483290004]"
4352,483299013,"[483299013, 283236028, 283236020, 283236014, 283236029]"
4353,483373005,"[483373005, 483373007, 483373006, 442992006, 433414016]"
4354,483373006,"[483373006, 483373007, 433414020, 483373005, 442992006]"
4355,483373007,"[483373007, 483373006, 483373005, 433414020, 433414016]"
4356,483387001,"[483387001, 464848009, 479173001, 447664003, 436083003]"
4357,483597002,"[483597002, 483597003, 183815013, 179950002, 179950001]"
4358,483597003,"[483597003, 483597002, 183815013, 179950001, 179950017]"
4359,483633004,"[483633004, 316553030, 437129005, 457314008, 457314009]"
4360,483645004,"[483645004, 483645007, 348330027, 146706001, 348330031]"
4361,483645007,"[483645004, 483645007, 348330027, 146706001, 348330031]"
4362,483731003,"[483731003, 453016002, 458851001, 457079001, 453026001]"
4363,483737003,"[483737003, 483737006, 483737005, 309434014, 309434015]"
4364,483737005,"[483737005, 483737006, 483737003, 309434011, 309434014]"
4365,483737006,"[483737006, 483737005, 483737003, 309434014, 309434011]"
4366,483749007,"[483749007, 487750012, 487750033, 487750023, 487750003]"
4367,483749014,"[483749014, 487750037, 487750042, 487750005, 487750039]"
4368,484104005,"[485553004, 445400022, 485546026, 485673040, 458543003]"
4369,484104006,"[445400022, 485553004, 485688015, 485546026, 458543003]"
4370,484104007,"[485553004, 445400022, 485546026, 485673040, 458543003]"
4371,484104010,"[485553004, 445400022, 485546026, 458543003, 485673040]"
4372,484108006,"[484108006, 484108012, 484108014, 484108008, 212629035]"
4373,484108008,"[484108008, 484108014, 484108006, 484108012, 457722013]"
4374,484108012,"[484108006, 484108012, 484108014, 484108008, 212629035]"
4375,484108014,"[484108014, 484108008, 484108006, 484108012, 457722013]"
4376,484126004,"[484126004, 453065022, 453065031, 453065032, 477515012]"
4377,484134006,"[484134006, 484207003, 352811001, 414079002, 348442015]"
4378,484205004,"[484205004, 417088004, 484205012, 399223034, 399223030]"
4379,484205009,"[484205009, 399061017, 399061018, 484205017, 484205016]"
4380,484205010,"[484205009, 399061017, 399061018, 484205017, 484205016]"
4381,484205012,"[484205012, 484205004, 417088004, 399061007, 399223004]"
4382,484205016,"[484205016, 484205017, 417088007, 484205009, 399061018]"
4383,484205017,"[484205017, 417088007, 484205016, 399061017, 484205009]"
4384,484205018,"[484205017, 417088007, 484205016, 399061017, 484205009]"
4385,484207003,"[484207003, 484134006, 414079002, 352811001, 445358009]"
4386,484212004,"[484212004, 479453002, 475791030, 479453001, 475791039]"
4387,484260003,"[484260003, 484262001, 467297004, 466579004, 368300011]"
4388,484262001,"[484262001, 484260003, 467297004, 466579004, 481420010]"
4389,484398001,"[484398001, 450056008, 484398005, 484398018, 484398021]"
4390,484398005,"[484398005, 484398018, 484398021, 484398026, 484398062]"
4391,484398014,"[484398014, 450056007, 484398023, 484398056, 484398068]"
4392,484398017,"[484398017, 484398068, 484398071, 484398005, 484398018]"
4393,484398018,"[484398005, 484398018, 484398021, 484398026, 484398062]"
4394,484398019,"[484398019, 484398077, 484398005, 484398018, 484398021]"
4395,484398021,"[484398005, 484398018, 484398021, 484398026, 484398062]"
4396,484398023,"[484398023, 484398014, 450056007, 484398056, 484398068]"
4397,484398024,"[484398024, 450056005, 484398056, 484398068, 484398023]"
4398,484398026,"[484398005, 484398018, 484398021, 484398026, 484398062]"
4399,484398054,"[484398054, 484398071, 484398019, 484398077, 484398005]"
4400,484398056,"[484398056, 450056007, 484398014, 484398023, 450056005]"
4401,484398062,"[484398005, 484398018, 484398021, 484398026, 484398062]"
4402,484398067,"[484398005, 484398018, 484398021, 484398026, 484398062]"
4403,484398068,"[484398068, 484398023, 450056005, 484398014, 450056007]"
4404,484398071,"[484398071, 484398054, 484398005, 484398018, 484398021]"
4405,484398077,"[484398019, 484398077, 484398005, 484398018, 484398021]"
4406,484406007,"[484406007, 454602005, 355072002, 212629033, 212629051]"
4407,484538002,"[459428004, 459428011, 316657008, 422106017, 441386001]"
4408,484538004,"[484538004, 484538006, 431034005, 405635001, 312878001]"
4409,484538006,"[484538006, 484538004, 431034005, 405635001, 312878001]"
4410,484644001,"[484644001, 484644004, 484644003, 453988030, 453988024]"
4411,484644003,"[484644003, 484644001, 484644004, 453988024, 453988030]"
4412,484644004,"[484644004, 484644001, 484644003, 453988030, 453988024]"
4413,484647001,"[484647001, 484398005, 484398018, 484398021, 484398026]"
4414,484760002,"[484760002, 326885037, 326885050, 478818002, 402065039]"
4415,484766005,"[484766005, 484766006, 470766003, 480574006, 326885022]"
4416,484766006,"[484766006, 484766005, 470766003, 326885022, 480574007]"
4417,484767008,"[484767008, 484767009, 484767010, 484767012, 465619011]"
4418,484767009,"[484767009, 484767008, 484767010, 484767012, 234622004]"
4419,484767010,"[484767010, 484767008, 484767009, 484767012, 465619011]"
4420,484767012,"[484767012, 484767010, 484767008, 484767009, 465619010]"
4421,484911005,"[484911005, 405635001, 431034005, 484538006, 411013001]"
4422,484963005,"[484963005, 488311001, 478751008, 481110019, 478751007]"
4423,485052002,"[252298002, 317348002, 401044034, 478549006, 401044037]"
4424,485052003,"[317348002, 252298002, 478549006, 401044031, 401044037]"
4425,485098001,"[485098001, 480576008, 331474027, 331474039, 331474030]"
4426,485115001,"[485115001, 414066005, 414066008, 480581030, 413911029]"
4427,485176004,"[485176004, 485176008, 403994003, 316242054, 316242055]"
4428,485176007,"[485176007, 485176004, 485176008, 468480033, 403994006]"
4429,485176008,"[485176008, 485176004, 403994003, 403994005, 485176007]"
4430,485240001,"[485240001, 485240009, 485240002, 485241005, 315987014]"
4431,485240002,"[485240002, 485241005, 485241009, 315987003, 485240001]"
4432,485240007,"[485240007, 485240008, 485240010, 315509024, 315509032]"
4433,485240008,"[485240008, 485240010, 485240007, 315509024, 315509032]"
4434,485240009,"[485240009, 485240001, 485240002, 485241005, 315987014]"
4435,485240010,"[485240010, 485240008, 485240007, 315509024, 315509032]"
4436,485241005,"[485241005, 485240002, 485241009, 315987003, 485240001]"
4437,485241009,"[485241009, 485241005, 485240002, 485240001, 315987003]"
4438,485241012,"[485241012, 485241014, 485240001, 406155004, 315987014]"
4439,485241014,"[485241014, 485241012, 485241005, 485240002, 485240001]"
4440,485414001,"[485414001, 485414002, 270381004, 270381001, 270381003]"
4441,485414002,"[485414002, 485414001, 270381004, 270381001, 270381003]"
4442,485414005,"[485414005, 270381011, 270381013, 220365007, 270381007]"
4443,485455002,"[485455002, 433444006, 433444021, 433444013, 398074048]"
4444,485521001,"[485521001, 485521003, 485521004, 220094021, 220094020]"
4445,485521003,"[485521003, 485521001, 485521004, 220094021, 220094020]"
4446,485521004,"[485521004, 485521001, 485521003, 220094019, 220094011]"
4447,485537007,"[485537007, 485537017, 485551009, 485551010, 485537027]"
4448,485537016,"[485537016, 485537021, 485551003, 485551014, 447264008]"
4449,485537017,"[485537017, 485551009, 485551010, 485551006, 485537007]"
4450,485537021,"[485537021, 485537016, 485551003, 485551014, 256511038]"
4451,485537022,"[487052010, 485673061, 488016008, 488016020, 485537007]"
4452,485537023,"[487053002, 488016016, 488016029, 485537034, 488015034]"
4453,485537024,"[487053002, 488016016, 488016029, 485537034, 488015034]"
4454,485537026,"[487053029, 487053002, 487053025, 488016016, 488016028]"
4455,485537027,"[488015025, 487051011, 488017024, 485537033, 487050032]"
4456,485537028,"[488015025, 487051011, 488017024, 485537033, 487050032]"
4457,485537031,"[485537034, 487053002, 488016016, 488016029, 487050004]"
4458,485537033,"[487052010, 487051011, 488015001, 488016008, 488016020]"
4459,485537034,"[487050022, 485537024, 488012028, 485537033, 488015025]"
4460,485537037,"[487053029, 487053002, 487053025, 488016016, 488016028]"
4461,485539024,"[485549004, 485726004, 487050004, 487053002, 488012001]"
4462,485539025,"[487051011, 485673034, 488017024, 488015025, 487050032]"
4463,485539027,"[485539043, 485539040, 485539036, 485539029, 485539028]"
4464,485539028,"[485539028, 485539043, 485539027, 485539029, 485539040]"
4465,485539029,"[485539029, 485539036, 485539040, 485539043, 485539028]"
4466,485539032,"[485539036, 485539040, 485539029, 485539043, 485539028]"
4467,485539035,"[485539036, 485539040, 485539029, 485539043, 485539028]"
4468,485539036,"[485539036, 485539040, 485539029, 485539043, 485539028]"
4469,485539040,"[485539040, 485539036, 485539029, 485539043, 485539028]"
4470,485539043,"[485539043, 485539028, 485539027, 485539029, 485539040]"
4471,485542004,"[485542016, 485542030, 485542036, 485542028, 485542038]"
4472,485542005,"[485542036, 485542016, 485542030, 485542017, 485542028]"
4473,485542006,"[485542017, 485542016, 485542030, 485542028, 485542036]"
4474,485542008,"[485542016, 485542030, 485542028, 485542036, 485542038]"
4475,485542009,"[485542016, 485542030, 485542028, 485542036, 485542038]"
4476,485542010,"[485542019, 485542031, 485542013, 485542016, 485542038]"
4477,485542011,"[485542028, 485542016, 485542038, 485542030, 485542036]"
4478,485542013,"[485542013, 485542031, 485542017, 485542030, 485542016]"
4479,485542015,"[485542036, 485542016, 485542030, 485542017, 485542028]"
4480,485542016,"[485542016, 485542030, 485542028, 485542036, 485542038]"
4481,485542017,"[485542017, 485542036, 485542030, 485542016, 485542028]"
4482,485542019,"[485542031, 485542010, 485542013, 485542030, 485542016]"
4483,485542022,"[485542016, 485542030, 485542028, 485542036, 485542038]"
4484,485542023,"[485542016, 485542030, 485542028, 485542036, 485542038]"
4485,485542025,"[485542031, 485542010, 485542013, 485542030, 485542016]"
4486,485542026,"[485542036, 485542016, 485542030, 485542017, 485542028]"
4487,485542028,"[485542028, 485542038, 485542030, 485542016, 485542036]"
4488,485542030,"[485542030, 485542016, 485542028, 485542036, 485542038]"
4489,485542031,"[485542031, 485542010, 485542013, 485542030, 485542028]"
4490,485542032,"[485542016, 485542030, 485542028, 485542036, 485542038]"
4491,485542035,"[485542028, 485542038, 485542030, 485542016, 485542036]"
4492,485542036,"[485542036, 485542030, 485542016, 485542028, 485542038]"
4493,485542038,"[485542038, 485542028, 485542030, 485542016, 485542036]"
4494,485544004,"[485544021, 485544031, 485544022, 485544035, 485544034]"
4495,485544005,"[485544005, 485544006, 485544033, 485544020, 485544034]"
4496,485544006,"[485544005, 485544006, 485544033, 485544020, 485544034]"
4497,485544008,"[485544034, 485678017, 485544033, 485544005, 485544006]"
4498,485544013,"[485544031, 485544021, 485544035, 485544034, 485544022]"
4499,485544014,"[485544035, 485544022, 485544031, 485678034, 485544034]"
4500,485544017,"[485544005, 485544006, 485544033, 485544020, 485544034]"
4501,485544018,"[485544005, 485544006, 485544033, 485544020, 485544034]"
4502,485544020,"[485544020, 485544005, 485544006, 485544033, 485544034]"
4503,485544021,"[485544021, 485544031, 485544022, 485544035, 485544034]"
4504,485544022,"[485544022, 485544035, 485678034, 485544031, 485544034]"
4505,485544023,"[485544031, 485544021, 485544034, 485544035, 485544022]"
4506,485544024,"[485544031, 485544021, 485544035, 485544034, 485544022]"
4507,485544029,"[485544031, 485544021, 485544035, 485544034, 485544022]"
4508,485544031,"[485544031, 485544021, 485544035, 485544034, 485544022]"
4509,485544032,"[485544031, 485544021, 485544035, 485544034, 485544022]"
4510,485544033,"[485544033, 485544005, 485544006, 485544020, 485544034]"
4511,485544034,"[485544034, 485544033, 485544005, 485544006, 485544020]"
4512,485544035,"[485544035, 485544022, 485544031, 485678034, 485544034]"
4513,485546002,"[485546026, 485688015, 445400022, 485553004, 458543003]"
4514,485546003,"[485546026, 485553004, 445400022, 485688015, 458543003]"
4515,485546006,"[485546026, 485688015, 445400022, 485553004, 458543003]"
4516,485546009,"[485546026, 485553004, 445400022, 485688015, 458543003]"
4517,485546010,"[485546026, 485688015, 445400022, 485553004, 458543003]"
4518,485546011,"[485546026, 485553004, 445400022, 485688015, 458543003]"
4519,485546012,"[485546026, 485688015, 445400022, 485553004, 458543003]"
4520,485546013,"[485546026, 485553004, 445400022, 485688015, 458543003]"
4521,485546014,"[485546026, 485688015, 445400022, 485553004, 458543003]"
4522,485546019,"[485546026, 485553004, 445400022, 485688015, 458543003]"
4523,485546020,"[485546026, 445400022, 485688015, 485553004, 458543003]"
4524,485546023,"[485546026, 485553004, 445400022, 485688015, 458543003]"
4525,485546024,"[485546026, 485553004, 445400022, 485688015, 458543003]"
4526,485546025,"[485546026, 445400022, 485553004, 485688015, 485673040]"
4527,485546026,"[485546026, 485553004, 445400022, 485688015, 458543003]"
4528,485546029,"[485546026, 485553004, 445400022, 485688015, 485673040]"
4529,485546030,"[485546026, 445400022, 485688015, 485553004, 458543003]"
4530,485548001,"[485548001, 485548021, 485548007, 485548022, 485539027]"
4531,485548002,"[487051011, 488017024, 488015025, 487050032, 485673034]"
4532,485548007,"[485548007, 485548022, 485548001, 485548021, 485539028]"
4533,485548020,"[485548007, 485548022, 485548001, 485548021, 485539028]"
4534,485548021,"[485548021, 485548001, 485548022, 485548007, 485539027]"
4535,485548022,"[485548022, 485548007, 485548001, 485548021, 485539028]"
4536,485549002,"[485549002, 485549013, 485726008, 487052001, 487051001]"
4537,485549004,"[485549004, 485726004, 487050004, 488012001, 487053002]"
4538,485549005,"[487051011, 487050032, 485673034, 488017024, 488015025]"
4539,485549008,"[485537024, 487051002, 488016029, 488012028, 487050022]"
4540,485549013,"[485549013, 485549002, 485726008, 487052001, 487051001]"
4541,485549014,"[485549014, 485549019, 485726009, 485549018, 485726002]"
4542,485549018,"[485549018, 485549014, 485549019, 485726009, 485726012]"
4543,485549019,"[485549019, 485549014, 485549018, 485726002, 485726009]"
4544,485551003,"[485551003, 485551014, 485537016, 485537021, 485537037]"
4545,485551004,"[485551009, 485537017, 485551010, 485537007, 487052010]"
4546,485551005,"[485537007, 485551010, 485551009, 485537017, 485537027]"
4547,485551006,"[485551010, 485551009, 485537017, 485537028, 485537027]"
4548,485551008,"[485551009, 485537017, 485551010, 485537007, 487052010]"
4549,485551009,"[485551009, 485537017, 485551010, 485537007, 487052010]"
4550,485551010,"[485551010, 485551009, 485537017, 485537027, 485537028]"
4551,485551014,"[485551003, 485551014, 485537016, 485537021, 485537037]"
4552,485552001,"[485552001, 485552003, 485552008, 485552010, 485748002]"
4553,485552003,"[485552003, 485552001, 485552008, 485552010, 485748002]"
4554,485552004,"[485552004, 485552010, 485552003, 485748004, 485552001]"
4555,485552008,"[485552008, 485552003, 485552001, 485748002, 485552010]"
4556,485552010,"[485552010, 485748004, 485552008, 485552003, 485552001]"
4557,485553003,"[485553004, 485673040, 445400022, 485546026, 485688015]"
4558,485553004,"[485553004, 445400022, 485546026, 485673040, 458543003]"
4559,485553005,"[485553004, 485673040, 445400022, 485546026, 485688015]"
4560,485553008,"[485553004, 445400022, 485688015, 485546026, 458543003]"
4561,485553009,"[485553004, 445400022, 485546026, 485673040, 458543003]"
4562,485553020,"[485553004, 445400022, 485546026, 485673040, 458543003]"
4563,485553021,"[485553004, 445400022, 485546026, 485673040, 458543003]"
4564,485553023,"[485553004, 485673040, 445400022, 485546026, 485688015]"
4565,485553026,"[485553004, 445400022, 485546026, 485673040, 458543003]"
4566,485554001,"[485554001, 485554009, 485554010, 485554005, 485554004]"
4567,485554003,"[485554001, 485554009, 485554010, 485554005, 485554004]"
4568,485554004,"[485554004, 485554005, 485554001, 485554003, 485554009]"
4569,485554005,"[485554005, 485554001, 485554009, 485554010, 485554004]"
4570,485554009,"[485554009, 485554001, 485554010, 485554005, 485554004]"
4571,485554010,"[485554010, 485554009, 485554001, 485554005, 485554004]"
4572,485591001,"[485591001, 452717006, 442915001, 442915014, 442915007]"
4573,485591004,"[485591004, 344534010, 442786003, 393993004, 456011001]"
4574,485673002,"[485726004, 485549004, 488012001, 487050004, 487053002]"
4575,485673004,"[485673040, 445400022, 485553004, 485688015, 485546026]"
4576,485673005,"[485726004, 485549004, 488012001, 487050004, 487053002]"
4577,485673009,"[485726004, 485549004, 488012001, 487053002, 488016016]"
4578,485673023,"[485673040, 485553004, 445400022, 485546026, 449175002]"
4579,485673024,"[485673040, 445400022, 485553004, 485688015, 485546026]"
4580,485673025,"[485673034, 488017024, 487051011, 488015025, 487050032]"
4581,485673033,"[485673040, 445400022, 485553004, 485688015, 485546026]"
4582,485673034,"[485673034, 488017024, 487050032, 487051011, 488015025]"
4583,485673040,"[485673040, 485553004, 445400022, 485546026, 485688015]"
4584,485673041,"[485673040, 485553004, 445400022, 485546026, 485688015]"
4585,485673047,"[485673034, 488017024, 487050032, 487051011, 485537033]"
4586,485673051,"[485673034, 488017024, 487051011, 488015025, 487050032]"
4587,485673055,"[488012028, 485673034, 487050022, 485537024, 488016029]"
4588,485673061,"[485673034, 488017024, 487050032, 487051011, 485537033]"
4589,485678017,"[485678017, 485544034, 485544033, 485678034, 485544005]"
4590,485678019,"[485544031, 485544021, 485678017, 485678034, 485544035]"
4591,485678020,"[485678034, 485544035, 485678017, 485544022, 485544031]"
4592,485678021,"[485678017, 485544034, 485544033, 485544005, 485544006]"
4593,485678026,"[485678017, 485544034, 485544033, 485678034, 485544005]"
4594,485678034,"[485678034, 485544022, 485544035, 485678017, 485544031]"
4595,485678037,"[488016016, 488016029, 485726004, 487053002, 488015034]"
4596,485678038,"[485673034, 488017024, 487051011, 487050032, 488015025]"
4597,485678039,"[485673034, 488017024, 488012028, 487050032, 487051011]"
4598,485678040,"[488015034, 488016016, 488016029, 485726004, 485537034]"
4599,485678041,"[488012028, 485673034, 487050022, 485537024, 488016029]"
4600,485678050,"[487050022, 488012028, 485673034, 488017024, 487051002]"
4601,485678055,"[485726004, 485549004, 485537034, 487053002, 488016016]"
4602,485683007,"[485683007, 485683018, 485683010, 485683017, 485683025]"
4603,485683008,"[485683008, 485683010, 485683025, 485683017, 485542017]"
4604,485683010,"[485683010, 485683017, 485683025, 485683008, 485542011]"
4605,485683011,"[485683007, 485683018, 485683010, 485683017, 485683025]"
4606,485683012,"[485683017, 485683010, 485683025, 485683008, 485683007]"
4607,485683017,"[485683017, 485683010, 485683025, 485683008, 485542005]"
4608,485683018,"[485683007, 485683018, 485683010, 485683017, 485683025]"
4609,485683023,"[485683007, 485683018, 485683010, 485683017, 485683025]"
4610,485683024,"[485683010, 485683025, 485683017, 485683008, 485542009]"
4611,485683025,"[485683025, 485683010, 485683017, 485683008, 485542009]"
4612,485688003,"[485688015, 458543003, 485546026, 485553004, 445400022]"
4613,485688005,"[485688015, 458543003, 485546026, 445400022, 485553004]"
4614,485688007,"[485688015, 458543003, 445400022, 485546026, 485553004]"
4615,485688008,"[485688015, 485546026, 458543003, 485553004, 445400022]"
4616,485688010,"[485688015, 458543003, 485546026, 485553004, 445400022]"
4617,485688011,"[485688015, 458543003, 445400022, 485546026, 485553004]"
4618,485688015,"[485688015, 458543003, 445400022, 485546026, 485553004]"
4619,485688018,"[485688015, 458543003, 485546026, 485553004, 445400022]"
4620,485688019,"[485688015, 458543003, 485546026, 485553004, 445400022]"
4621,485688020,"[485688015, 458543003, 445400022, 485546026, 485553004]"
4622,485688022,"[485688015, 458543003, 485546026, 445400022, 485553004]"
4623,485688023,"[485688015, 458543003, 445400022, 485546026, 485553004]"
4624,485689001,"[485689001, 485689008, 485689017, 487207010, 487207007]"
4625,485689002,"[485689002, 485689023, 487207005, 487207017, 487207019]"
4626,485689008,"[485689008, 485689017, 485689001, 485689031, 485691003]"
4627,485689010,"[488017024, 487051011, 485673034, 487050032, 488015025]"
4628,485689011,"[485537033, 488017024, 485673034, 487051011, 487050032]"
4629,485689015,"[488012028, 487050022, 485673034, 488017024, 487050032]"
4630,485689016,"[488012028, 485537024, 488016029, 487050022, 487051002]"
4631,485689017,"[485689017, 485689008, 485689001, 485689031, 485691003]"
4632,485689020,"[485689023, 485689002, 485691001, 485691004, 485691007]"
4633,485689022,"[485689008, 485689017, 485689001, 485689031, 487207007]"
4634,485689023,"[485689023, 485689002, 487207005, 487207017, 487207019]"
4635,485689024,"[485689017, 485689008, 485689001, 485691003, 485689031]"
4636,485689026,"[485689023, 485689002, 487207005, 487207017, 487207019]"
4637,485689027,"[485689002, 485689023, 485691001, 485691004, 485691007]"
4638,485689028,"[485689001, 485689017, 485689008, 485691003, 487207010]"
4639,485689031,"[485689031, 485689008, 485689017, 485689001, 485689002]"
4640,485689035,"[485689023, 485689002, 485691001, 485691004, 485691007]"
4641,485691001,"[485691001, 485691004, 485691007, 485689023, 485689002]"
4642,485691003,"[485691003, 485689001, 485689017, 485689008, 487207010]"
4643,485691004,"[485691001, 485691004, 485691007, 485689023, 485689002]"
4644,485691007,"[485691001, 485691004, 485691007, 485689023, 485689002]"
4645,485726001,"[485673034, 488017024, 487051011, 487050032, 488015025]"
4646,485726002,"[485726002, 485726009, 485549019, 485549014, 485726012]"
4647,485726004,"[487051002, 488016029, 485537024, 487050022, 488012028]"
4648,485726008,"[485726008, 485549013, 487205009, 487205015, 487205016]"
4649,485726009,"[485726009, 485726002, 485549014, 485549019, 485549018]"
4650,485726012,"[485726012, 485726009, 485726002, 485549018, 485549019]"
4651,485746002,"[485553004, 445400022, 485546026, 485673040, 458543003]"
4652,485746003,"[485553004, 445400022, 485673040, 485546026, 485688015]"
4653,485746007,"[445400022, 485553004, 485688015, 485673040, 458543003]"
4654,485746009,"[485553004, 445400022, 485546026, 485673040, 458543003]"
4655,485746011,"[485553004, 445400022, 485546026, 485673040, 458543003]"
4656,485748001,"[485552003, 485552001, 485552008, 485552004, 485688022]"
4657,485748002,"[485552008, 485552003, 485552001, 485688022, 485552004]"
4658,485748004,"[485552003, 485552004, 485552001, 485552008, 485688007]"
4659,485751003,"[485751003, 325087045, 286536007, 351933029, 325087002]"
4660,485950005,"[485950005, 482160001, 356174004, 455491010, 108775015]"
4661,485973002,"[485973002, 485973003, 485973013, 255396007, 485973018]"
4662,485973003,"[485973003, 485973013, 485973002, 485973018, 255396010]"
4663,485973013,"[485973013, 485973003, 485973002, 485973018, 255396010]"
4664,485973014,"[485973018, 255396023, 485973003, 485973013, 485973002]"
4665,485973018,"[485973018, 255396023, 485973003, 485973013, 485973002]"
4666,485973030,"[485973032, 485973003, 485973013, 485973002, 216081011]"
4667,485973032,"[485973032, 485973002, 485973003, 485973013, 255396007]"
4668,485973034,"[485973034, 255396033, 485973039, 474123018, 474123001]"
4669,485973039,"[485973039, 255396018, 255396042, 485973034, 255396033]"
4670,485973048,"[485973002, 485973003, 485973013, 255396007, 485973018]"
4671,486182001,"[486182001, 407031005, 477909005, 472065002, 307656008]"
4672,486183002,"[486183002, 476959002, 469649004, 439646001, 422461006]"
4673,486186002,"[486186002, 486186005, 457618016, 488064002, 464454013]"
4674,486186005,"[486186005, 486186002, 488064002, 457618016, 423112004]"
4675,486195003,"[486195003, 428454001, 428454002, 294895011, 469271005]"
4676,486214006,"[486214006, 477576021, 453491005, 482130002, 482130005]"
4677,486329006,"[486329006, 486329007, 486329009, 404609007, 454199002]"
4678,486329007,"[486329007, 486329006, 486329009, 404609007, 463285007]"
4679,486329009,"[486329009, 486329006, 486329007, 454199002, 404609007]"
4680,486462004,"[486462004, 377436014, 481540003, 356438016, 486462008]"
4681,486462007,"[486462008, 356438015, 332055004, 344956026, 377436002]"
4682,486462008,"[486462008, 332055004, 344956011, 356438015, 377436002]"
4683,486462015,"[486462004, 377436014, 481540003, 356438016, 486462008]"
4684,486633001,"[486633001, 304946034, 392168001, 392168032, 392168020]"
4685,486639003,"[486639003, 486639012, 486639013, 486639011, 486639009]"
4686,486639009,"[486639009, 486639011, 486639012, 486639013, 486639003]"
4687,486639011,"[486639011, 486639012, 486639013, 486639003, 486639009]"
4688,486639012,"[486639012, 486639013, 486639011, 486639003, 486639009]"
4689,486639013,"[486639013, 486639012, 486639011, 486639003, 486639009]"
4690,486690001,"[486690001, 488628003, 489001011, 489001015, 478473005]"
4691,486690003,"[486690003, 488991006, 465655022, 489001019, 465655012]"
4692,486723001,"[486723001, 486755001, 486849001, 452818029, 452818001]"
4693,486755001,"[486755001, 486723001, 486849001, 452818029, 452818001]"
4694,486765004,"[486765004, 379780019, 379780043, 379780040, 379780038]"
4695,486768006,"[486768006, 486769001, 465572001, 146706001, 146706004]"
4696,486769001,"[486769001, 364297030, 487275010, 487275019, 487275023]"
4697,486774001,"[486774001, 476122001, 187949016, 187949029, 187949020]"
4698,486782002,"[464927008, 464927020, 486782003, 464927018, 464927025]"
4699,486782003,"[486782003, 464927008, 464927020, 464927018, 482818007]"
4700,486782004,"[464927008, 464927020, 486782003, 464927018, 464927025]"
4701,486849001,"[486849001, 486723001, 486755001, 452818031, 452818034]"
4702,487050001,"[487051011, 487050032, 488015025, 488017024, 487050022]"
4703,487050003,"[487050003, 488012006, 487051001, 487052001, 487207001]"
4704,487050004,"[487050004, 488012001, 485549004, 487053002, 485726004]"
4705,487050005,"[487050005, 468591020, 468591018, 468591014, 468591005]"
4706,487050006,"[487050006, 487205002, 488012003, 488015003, 487207001]"
4707,487050016,"[485537033, 487050022, 487051011, 487050032, 488015025]"
4708,487050021,"[487051011, 487050032, 488015025, 488017024, 487050022]"
4709,487050022,"[487050022, 488012028, 487050032, 487051002, 487051011]"
4710,487050024,"[487205013, 468591007, 487205026, 487205016, 487205009]"
4711,487050025,"[485537024, 487051002, 488016029, 488012028, 487050022]"
4712,487050027,"[487051011, 487050032, 488017024, 488015025, 487050022]"
4713,487050028,"[487050004, 488012001, 485549004, 487053002, 485726004]"
4714,487050029,"[487050022, 488012028, 487050032, 487051002, 487051011]"
4715,487050030,"[487050004, 488012001, 485549004, 487053002, 485726004]"
4716,487050032,"[487050032, 487051011, 488015025, 488017024, 485673034]"
4717,487050034,"[487050032, 487051011, 488017024, 488015025, 485673034]"
4718,487050036,"[487050004, 488012001, 487053002, 485549004, 488016016]"
4719,487050037,"[487050004, 488012001, 485549004, 487053002, 485726004]"
4720,487050040,"[487050004, 488012001, 487053002, 485549004, 488016016]"
4721,487050041,"[487051011, 487050032, 488015025, 488017024, 487050022]"
4722,487050042,"[487051002, 487050022, 485537024, 488016029, 488012028]"
4723,487050043,"[487050032, 487051011, 488017024, 488015025, 487050022]"
4724,487051001,"[487051001, 487052001, 487050003, 488012006, 487053003]"
4725,487051002,"[487053002, 487050004, 488012001, 488016016, 488016029]"
4726,487051009,"[487051011, 488015025, 488017024, 487050032, 485673034]"
4727,487051011,"[487051011, 488017024, 488015025, 487050032, 485673034]"
4728,487051013,"[487051011, 488015025, 488017024, 487050032, 485673034]"
4729,487052001,"[487052001, 487051001, 487050003, 488012006, 487053003]"
4730,487052007,"[487052010, 488016008, 488016020, 487051011, 488015001]"
4731,487052008,"[447201008, 447264008, 485537016, 485537021, 447201003]"
4732,487052009,"[487053002, 487053029, 487053025, 488016016, 488016028]"
4733,487052010,"[487052010, 488016008, 488016020, 487051011, 488015001]"
4734,487052011,"[487052010, 488016008, 488016020, 487051011, 488015001]"
4735,487052014,"[487053025, 487053002, 488016016, 488016028, 487053029]"
4736,487052017,"[487052010, 488016020, 488016008, 487051011, 488015001]"
4737,487052026,"[487052010, 488016020, 488016008, 487051011, 488015001]"
4738,487052028,"[487052010, 487051011, 488016020, 488016008, 488015001]"
4739,487052029,"[487052010, 487051011, 488016020, 488016008, 488015001]"
4740,487053001,"[488015025, 487051011, 488017024, 487050032, 485537033]"
4741,487053002,"[487053002, 488016016, 488016029, 487050004, 488012001]"
4742,487053003,"[487053003, 487052001, 487051001, 487050003, 488012006]"
4743,487053019,"[488015017, 487053021, 488015015, 485544022, 487050043]"
4744,487053021,"[487050004, 488012032, 485544034, 487050040, 485678021]"
4745,487053025,"[487053002, 488016016, 488016029, 487050004, 488012001]"
4746,487053028,"[488015025, 487051011, 487050032, 488017024, 485673034]"
4747,487053029,"[487053002, 487050004, 488016016, 488016029, 488012001]"
4748,487054013,"[487054013, 323274002, 436577002, 449192001, 176209023]"
